kappa,beta,wc,wm,J,Gamma,alpha,gamma,field,r_squared
4.630483724801173,153.5408570264442,-27.251938542520737,174419.20692273672,732.8968142874106,-19269.384302994258,173660.5883482059,846689.0932327525,2890.5,0.5232286228241092
4.631035241461857,21.714551604399123,24.45635268987174,62607.798442447776,-7789.5386441235105,1707.8527139253513,-137064.55926169077,-135803.10408755718,2891.0,0.523128709973989
4.633555526048553,24.419526881950574,28.385204979684136,103054.924095029,10861.01973240632,-2410.7873302856638,-227292.58847999864,-216946.4704150219,2891.5,0.5234033492548367
4.637158394579602,-25.815935158272765,18.342701786210704,11536.564586329918,-2588.7911971230637,765.82735673777,-21080.390891692474,-2677.856381249618,2892.0,0.523703124146379
4.63102331507546,41.7380138032639,27.441049948711694,175239.10400771975,-13432.355227395892,257.1997830352246,-225920.01468211663,-137759.41767161613,2892.5,0.5241543208123227
4.628175806252067,8.127432778570713,34.03028218760864,19806.984804867338,-5198.720449365654,1550.1967704527383,-49380.37804607342,-41222.82685369687,2893.0,0.5242590205934308
1.8520739332152156,40.68658863982961,3.933082522755852,15742.417319688495,-1416.100382938882,-1373.3528413078675,53003.32599829896,-51353.26530272565,2893.5,0.5243721782316189
4.631181423917175,19.878096215153597,38.70960204553606,20028.396768498234,-5295.53283720323,53.86267962231733,-9589.319877160959,-5141.784121958986,2894.0,0.5247710084331074
4.6291123088081765,53.91378456461597,38.94242467141761,21955.999427472336,-6346.755956815484,1624.950407009245,-89455.44847434621,-37913.20051176243,2894.5,0.5247003800153738
4.625302980313287,36.80462002239189,36.153541907193066,148501.7002003445,-14122.364741307687,380.271753732947,-169335.07917259648,-57648.003450795906,2895.0,0.5249032292771022
4.622411757674443,14.12207964848315,37.099675178902736,26197.149382488973,-7317.016932650119,3823.639768689495,-25.573255487647486,-278246.1844172016,2895.5,0.5249599554810638
4.625189121070285,-5.610673509052517,40.94740171950632,26890.304857298015,-6902.4107415606395,2960.395634358336,11.064037510321356,-171297.3971765686,2896.0,0.5252060113691577
4.623668909661996,30.246960902961327,28.168342841782184,53694.46594742244,-8248.210064510164,2395.119883343291,-147636.14279294925,-177935.67628151487,2896.5,0.5248667487925704
4.627355970773051,2.8735057463850477,22.32119677371664,166757.65809800223,12807.92426466381,-5945.596772582304,-636044.6101240703,-699295.7904477433,2897.0,0.5241141259804478
4.625498729999572,24.806610690343955,32.05862913231851,26352.7085881155,-5589.12642431876,487.714603711222,-122056.05885507405,67243.85761170088,2897.5,0.5245584777028773
4.624524580212781,69.53729559808079,27.47651144483319,166738.3623050561,-13848.280430550676,-25.064240921973553,-269652.841135801,-221754.0358553586,2898.0,0.5246776854509914
4.617961146915347,65.53305757918235,35.842063920089,22426.21750473491,-6070.3459493580385,1034.464683287258,-89055.3970424814,-19602.380111050814,2898.5,0.5253199046654873
1.8513326949644497,46.06016623140037,-1.3176024091119787,33138.72793439247,-1482.255475753215,-3025.627721272161,314038.0084877546,-303375.7570239146,2899.0,0.5249194156007205
1.8516297557993633,31.459793792607588,-2.354311936531016,60811.25853598943,-1660.3213511231763,-3972.4675324521377,211802.69726692323,-256969.9893754047,2899.5,0.5245618384627981
4.617519778833216,24.15257443196431,-6.424219658348629,37145.75740697146,-434.15147970727776,4344.273085936202,80078.32186263795,73858.73109262066,2900.0,0.5249182340096126
1.850710356919327,47.49394841588487,0.1371901304783121,21150.05842881959,-1113.4903271681928,-2404.357554263718,215624.15425491976,-180504.0533625613,2900.5,0.5245181968334203
4.621605243364044,27.7921859933827,31.69736020280033,25686.891410936965,-5556.305878680259,657.7232395825658,-103977.93507257491,35816.094578264216,2901.0,0.5247972534289282
4.630798273103435,-33.61457177703073,42.33656491203125,11726.188124359865,-4273.502680413607,1165.9484795943745,6.163537097241561,-31228.098935038124,2901.5,0.5241887567002432
4.621889275899062,43.76397519889104,26.165250116430258,90324.98448474568,-9923.317621453562,1305.637565744075,-189674.71641881682,-174404.88940134435,2902.0,0.5240798018508641
4.619344627739835,6.362616900976448,35.92785713925846,21645.588921079398,-6365.367627868959,3355.2779930274523,-105014.01641884199,-110713.85638124603,2902.5,0.5236406031390983
4.6197051473743365,61.3609044759464,26.869559221739443,226526.8524357119,-15852.540070939765,368.2390617437768,-153050.5666350902,-538713.9638347859,2903.0,0.5238125007641499
4.620738586777836,23.911624141847568,-6.460979926092734,34748.10591210528,-820.2729957568415,4429.805755430042,93892.93731721245,107680.50831195714,2903.5,0.5228681381957061
4.622389456595856,48.6418674110599,31.55638658560304,49602.79535915869,-7544.350017523138,-592.1234884136974,-51617.23595828752,13672.875760410037,2904.0,0.52337212916603
4.615079120814161,21.453454254435183,-7.3767943625751915,35518.74768051526,-1164.4805143369094,4700.261365448351,98740.57562517669,133074.8773161217,2904.5,0.5233067678386789
4.620513409286529,16.371811459359023,27.889005033240743,56975.89279212003,7963.424416587388,-2070.3688999883657,-140469.54047406098,-117643.53421909265,2905.0,0.5223088536857108
4.620223600685844,29.254325360118166,26.85545609066857,160433.08072785978,-12392.155056875306,4.996249179325321,-206892.97614195145,-5659.6314836315205,2905.5,0.522552759332783
4.6210086320157435,29.20975711493722,32.02150778545847,31529.77171401773,-6190.317153457769,693.417625787688,-39382.14974504321,-42736.82847234478,2906.0,0.5226918111523012
4.6203123789593885,35.89917231587194,31.728270703864748,28686.59506403349,-5931.571178996988,624.5853928342818,-43394.9046485793,-36655.842977927954,2906.5,0.5225842796369029
4.623236739197957,27.855433511973427,29.361725758313625,302773.5403363659,-17820.876064425524,5.871613145464808,-241391.67633569313,-104063.12982863211,2907.0,0.5221377683483137
4.625490068443699,39.69310205042242,23.2869915297939,164356.88880144968,12758.468190728532,-2014.9958451751675,-291902.99589932075,-468148.98977258377,2907.5,0.521084092781898
4.621606016954471,-20.500237286991755,16.660708480629875,38344.63572409835,-4540.328494751172,2035.8085509099699,-87303.25546098263,-82339.67885438654,2908.0,0.5217807747456454
4.6218356513366645,44.87625037558411,43.88618811849186,22137.940257242975,-7164.04187450791,2775.2832427215926,-24.830519866558713,-182658.21135432384,2908.5,0.5217501389868682
4.625536480966955,48.50485652423262,-3.2059880931548697,47266.83843308238,-1466.0665697661013,-4215.272202138676,205940.00127760132,-148814.99748840532,2909.0,0.5204407747330373
4.623576980662123,52.430429593093514,37.16766628554396,20132.5683741917,-5913.905003421549,1468.0441444113667,-80186.91014542863,-34540.237361419306,2909.5,0.5210723889065054
4.625220424030379,54.545335609146605,27.59440182876823,58553.48686533709,8920.324831633407,-1933.0273400649457,-190417.42591133594,-175382.82693038764,2910.0,0.5208727337421717
4.62307588534377,37.69694378395858,21.17352325331086,133860.27288442577,10505.513737030704,-737.150703820132,-247154.26143483593,-191744.1682855712,2910.5,0.521294291896979
4.629936378236725,22.772002893861817,29.056096424445652,105713.754019368,-10435.39278119393,119.167237973296,-81514.102487437,-34538.44557538316,2911.0,0.5193446116772584
4.626106332207242,-7.09310665575734,29.906422441777785,39517.76288620622,-7334.15640982949,3834.9672369003047,-154015.33248446847,-178216.6805763373,2911.5,0.5205510884171503
4.625512955876605,31.051387256834378,26.32709117816915,100325.44698734007,-9986.273213447323,948.5076589569778,-153059.0247082578,-123250.75243314976,2912.0,0.5201385441055126
4.6204048213324205,30.74277452313994,-7.154356406300909,30849.641333697604,-339.75555739902757,4190.078154092406,23310.440837181555,110508.6292263331,2912.5,0.5199624586054428
4.622117666076171,32.64476188510662,26.922846109555994,156107.13091999938,13085.43875784893,-2362.6127864764917,-328609.1506320248,-322146.73262196296,2913.0,0.5203574238293773
4.621431132184036,47.71131713085303,33.315979845720776,52303.194271718574,-8457.153431081178,1083.4187641217754,-93399.69632475202,-91391.78335329019,2913.5,0.5206222543915275
4.617938927734363,24.17762568599842,-8.554357855690409,38238.673550669875,-801.6453411004399,4868.239888932047,119069.10946521146,62981.805397173855,2914.0,0.520377378051381
4.617271249083932,63.45521083814716,39.333709796376006,14713.169034373013,-5356.715235753733,1389.3204145906632,-88186.11924038354,-4897.203470458344,2914.5,0.5217027414874931
4.624455242574353,-19.984594099577,36.56406190788305,26424.586653386574,-6103.892496263018,2262.4745641177315,-61329.615475764505,-57251.62927110232,2915.0,0.5209000365073181
4.625360896635382,1.9462866574503777,24.159192925807268,8341.104243035368,-2699.1740119862084,659.1531957339326,-14018.036995829656,-14933.468837802231,2915.5,0.5205745820396784
4.6195590404892455,39.1322870788571,20.15176340757678,-133290.0670266615,-4077.8085406219684,9330.859607829756,-132382.65757979196,-273990.29798705416,2916.0,0.5206082395467436
4.6246550078227955,18.432524905573022,22.182870848124693,213005.53004914933,13278.43733113891,-2319.6055026489053,-377156.23466062464,-379136.7334003032,2916.5,0.5205200874383501
4.62010990718688,7.947313800275684,27.20378204846126,39442.704276101824,-7487.148762027165,3937.423744441827,-194158.97695694544,-219644.90372877254,2917.0,0.5212714020057635
4.613108761607721,93.79995482211233,-40.19904903382438,101783.78870628169,1063.223835030867,-14454.340011671466,-324818.2546392906,657404.9383053888,2917.5,0.5212408366123702
4.617667215400584,22.765376661349162,22.1149587918101,222904.26446632686,13300.188101426531,-1095.7388015663334,-276303.2690133611,-266077.6161325473,2918.0,0.5214132272200246
4.618260480969599,31.329791739973462,22.396523577261938,59555.50536598712,-6907.1514969386,53.74138510824579,72365.55014888944,-182517.45039812088,2918.5,0.5221959512650741
4.618132578619492,34.0116122942582,25.560430006760615,178196.5938964091,13176.455010499294,-1161.3478913658332,-265943.91226347967,-243940.96841061302,2919.0,0.5216666334189082
4.6146952150359475,16.40860666495078,38.84126547867919,30747.724883621748,-7402.995253255862,2890.9652527279122,-12.44007073316255,-209040.80312271664,2919.5,0.5228186118328814
4.616117508627867,61.188804356081675,26.279499957640443,175291.67181507254,-13618.724058268946,-128.64388056148002,-380585.89570942504,-79201.5870375342,2920.0,0.5222941985445388
1.8502934539170945,29.45483601255977,-0.053696915329568634,41462.66185986667,-1836.9095158628852,-2594.334000967862,110364.90772336688,-206021.33802841915,2920.5,0.5224143275636068
4.612326871523256,39.964124531814576,33.324069901884506,34062.73418983106,-6467.420681735768,-17.514319050868696,-22853.632071060463,-23367.471695631633,2921.0,0.5237347126390897
4.614607115292359,32.9273359617624,30.703227452128914,28859.79328196307,-5763.317751062797,412.0605755395305,-77523.4944888833,13013.276654943948,2921.5,0.5231722201912128
4.608032054039396,14.66649355355859,37.27532304971817,24110.612372760555,-7629.617751662447,4553.908579421158,-14.512326955814913,-340272.35924252344,2922.0,0.5238502007492247
4.604380475775103,25.6290320169495,-5.499127814937897,39693.7611204325,-237.25782719865265,4301.359344079284,-106610.8328069552,259478.72680900994,2922.5,0.5242268733998829
4.589935949256809,-0.6229060004705012,39.435057694137626,2049.858022961619,-3286.6984560886367,2801.663493666783,-28238.820283808862,-53685.61840926755,2923.0,0.5263033610724778
4.607083622852349,27.6507270480975,31.323051352970353,32326.902651251366,-6086.935195813646,314.7459682955295,-32378.043725936786,-23542.75100608211,2923.5,0.5242787082954365
4.607069543703989,14.39148596962765,20.12285904515919,289888.62240224925,14425.161322554552,-2261.893695628084,-460387.2798087359,-446945.05301247234,2924.0,0.5241739309227953
4.610803255325687,-3.564897126139021,31.26827512953716,61758.75518707442,-8555.927018098719,2524.6282037034043,-123339.06108894589,-120621.85384220407,2924.5,0.5242297126656894
4.606480789996918,9.747933235119476,32.3489852997652,25647.55791471661,-5570.668500636261,1061.1403970904842,-68411.2425124855,-7063.075016510931,2925.0,0.5250671480090647
4.596980669440289,45.037949909284855,-11.45580151753339,3067.379663946113,-1777.1423202437827,3355.14749596333,-76621.16776029576,211780.92222646056,2925.5,0.5251231462847296
4.605021553118754,38.09780587778813,24.35250737874321,117530.52840244755,-10330.320315683479,269.63240057425,-153358.57102068563,-113413.44250334297,2926.0,0.5249610004397951
4.604397379456976,65.91371666647568,-34.10283196324788,109172.16265030799,-3441.1026673629717,14707.776843013255,404981.72349058924,216522.18819588947,2926.5,0.5249701800230173
4.603463324024373,50.978481281070835,24.953623212841066,82526.10895297669,9258.317138644637,-711.9720836285406,-161142.03060711827,-139985.00359980794,2927.0,0.5252361012458446
1.8492314210224794,31.504001442239485,4.58592414937046,61664.85134319987,-2693.6622955517105,-2155.4455180969044,84408.34483153714,-94436.16812166719,2927.5,0.5247284030253414
4.605354416233941,33.59358168909752,20.549223856378127,259837.02109929323,13677.502324574332,619.0505547137802,-116063.976602941,-261890.72945285725,2928.0,0.5246885708126908
4.619401156118286,-28.715160659180654,26.944664065717223,18660.705838382208,-4386.044081365584,-645.1283372899285,19063.68511468136,41459.2777501716,2928.5,0.5236111115565865
4.609470275345207,49.9031624539942,26.975872417645615,184755.68444335082,-13487.342539866604,-1095.094332562301,-429724.5206315363,225198.38067871312,2929.0,0.5239870925629575
4.603779287914772,23.60493968814493,-8.555963049247861,26833.275514446133,-598.1365846555987,4027.1506888248846,19655.90133042478,98188.50093840147,2929.5,0.5246896508164272
4.6045084160670084,25.463087686224668,37.034613619432896,19557.168258212707,-5731.485683696691,1947.4438296151923,-69656.69947214544,-52444.613717948385,2930.0,0.5247743317815816
4.611134537233177,-17.457825169688867,40.22709460684879,49244.817957823165,-8654.15922181293,2550.742433102275,-87208.1660130171,-83195.34504844724,2930.5,0.5237716006052103
4.610160620222844,38.08750219845653,35.530940955728134,40683.65535886582,-9032.24198808835,3837.064388897456,-5.829568587862723,-396235.10892270395,2931.0,0.5238312033024752
4.616700067916128,13.010524670445118,26.033514931187835,24408.591894494322,-5337.107356560314,2095.977860962048,-2345.8319676323526,-172334.0872775894,2931.5,0.5229629834598462
4.6188834016598665,6.536391499807072,26.334481525874033,-24814.28915751328,-5060.079993737519,6646.385091322772,-59819.20030614199,-403189.21506594645,2932.0,0.52234472428619
1.850676672199143,46.742720002168284,26.33531042082606,70481.75092847418,-8561.152977022934,618.7876433271048,-161124.3929213036,-54018.13219322975,2932.5,0.5214787398923513
4.616267089853416,54.12924004406434,24.49958205149174,81678.70525252404,9173.477281116302,-577.6215905793141,27172.091033276818,-325360.4461585105,2933.0,0.5221796598449527
4.625873962818333,0.94897837965086,32.50468368791445,28187.600828659797,-5715.399856763081,666.1550511737711,-59885.3312005141,15620.680850293618,2933.5,0.5211215805452638
4.623940150029623,22.4461704358409,-6.577929621917138,34176.794017414584,-492.1389224382589,4177.514409611186,-14373.648225468798,158149.83978524627,2934.0,0.5201808409394364
4.626176790236026,42.044078613532655,38.01814359375943,28488.352610596183,-6723.112490580159,1256.613072975039,-7.176671940146206,-114197.91841151545,2934.5,0.5202635998799338
